note_id,fo_word,fo_sentence,na_word,na_sentence,na_note,fo_sentence_audio,fo_word_audio,tags
84887000119,"<span style=""color:#279FF5""><b>der</b></span> Basketball, ""-e","Yannick spielt lieber <b><i><span style=""color:#279FF5"">Basketball</span></i></b> als Fußball. [sound:gtts-s1-cf42e83f-39f0c379-f027af0f-29f9109b-e21f4e63.mp3]",baschet,Yannick preferă să joace baschet decât fotbal.,,,[sound:gtts-wort-2a62f0fa-e7eb22c3-9913caff-c2e84bf3-96fc0534.mp3],NOUN
84887000120,"<span style=""color:#279FF5""><b>der</b></span> Berg, -e","Die Zugspitze ist der höchste <b><i><span style=""color:#279FF5"">Berg</span></i></b> in Deutschland. [sound:gtts-s1-e625c037-bca97df4-1cb2e43c-08fa2313-d25036c1.mp3]<br><hr class=""sent-sep""><br>Wir fahren am Wochenende in die <b><i><span style=""color:#279FF5"">Berge</span></i></b>. [sound:gtts-s2-f7ea2517-b7ca486a-09becb69-2d6797be-aff8ca7e.mp3]",Munte,"Zugspitze este cel mai înalt munte din Germania.<br><hr class=""sent-sep""><br>Weekendul acesta mergem la munte.",,,[sound:gtts-wort-70b8f132-30c4fa5c-6945a918-3276f0da-6c9b2638.mp3],NOUN
84887000121,"<b>basteln</b>, <span style=""color:#0DA6FF"">bastelte</span>, hat <span style=""color:#FFFB3D"">gebastelt</span>","Die Kinder haben etwas <b><i><span style=""color:#0DA6FF"">gebastelt</span></i></b>. [sound:gtts-s1-b67f3892-623726d6-f87938b7-63271a15-db0f503b.mp3]",meșteșug,Copiii au făcut ceva.,,,[sound:gtts-wort-cf6695bb-dba04af1-07d4cad5-e5f337bc-e33f076f.mp3],VERB
84887000122,"<span style=""color:#279FF5""><b>der</b></span> Bauch, ""-e","Seit gestern tut mir der <b><i><span style=""color:#279FF5"">Bauch</span></i></b> weh. [sound:gtts-s1-018dd485-8d6cd5c7-8fa9ae18-6e0361ea-cfdaf8aa.mp3]",Burtă,Ma doare stomacul de ieri.,,,[sound:gtts-wort-ef861518-d872983c-dcc0a914-da80454d-44c117c9.mp3],NOUN
84887000123,"<b>bauen</b>, <span style=""color:#0DA6FF"">baute</span>, hat <span style=""color:#FFFB3D"">gebaut</span>","Unsere Nachbarn <b><i><span style=""color:#0DA6FF"">bauen</span></i></b> ein neues Haus. [sound:gtts-s1-badee656-10219a14-df96891c-f728fe0a-0752e421.mp3]",construi,Vecinii noștri construiesc o casă nouă.,,,[sound:gtts-wort-f4e998a6-3ee7694c-8249e91f-2f2ef168-e4186a1d.mp3],VERB
84887000124,"<b>berichten</b>, <span style=""color:#0DA6FF"">berichtete</span>, hat <span style=""color:#FFFB3D"">berichtet</span>","Alle Zeitungen <b><i><span style=""color:#0DA6FF"">berichten</span></i></b> von dem Unfall. [sound:gtts-s1-beb80d72-ce482370-dd3d8723-6fca0f47-f695f597.mp3]",raport,Toate ziarele au relatat accidentul.,,,[sound:gtts-wort-6396a75f-0ebd7a84-28ee716d-227c0403-f5b72d01.mp3],VERB
84887000125,"<span style=""color:#279FF5""><b>der</b></span> Beruf, -e","Was bist du von <b><i><span style=""color:#279FF5"">Beruf</span></i></b>? [sound:gtts-s1-36d0c32a-63d8dedf-3f6fc280-14836990-750d3ddd.mp3]",Profesie,Care este profesia ta?,,,[sound:gtts-wort-100b6927-5d7cf191-6548e8cf-b2fd3671-39f19398.mp3],NOUN
84887000126,"<span style=""color:#E88D1A""><b>berühmt</b></span>","Thomas Müller ist ein <b><i><span style=""color:#E88D1A"">berühmter</span></i></b> Fußballspieler. [sound:gtts-s1-b074a318-38990cb3-7a11d3db-69e65a21-828bf8cd.mp3]",celebru,Thomas Müller este un fotbalist celebru.,,,[sound:gtts-wort-13507fea-a94eca02-c7af7e0a-ff718a2c-9dcb47bf.mp3],ADJ
84887000127,"<span style=""color:#279FF5""><b>der</b></span> Baum, ""-e","Der <b><i><span style=""color:#279FF5"">Baum</span></i></b> ist über hundert Jahre alt. [sound:gtts-s1-63739d5f-a1eb9d5e-ac2acf14-4b31d612-5eee00b9.mp3]<br><hr class=""sent-sep""><br>Wir haben zwei Apfelbäume im Garten. [sound:gtts-s2-33bd1a0a-528ecc9f-2aab4561-9faeaaa4-33e09750.mp3]",Copac,"Copacul are peste o sută de ani.<br><hr class=""sent-sep""><br>Avem doi meri în grădină.",,,[sound:gtts-wort-ec1c3f4e-15899b3e-8cb07c69-bc89e2f5-4ea6981a.mp3],NOUN
84887000128,"<span style=""color:#279FF5""><b>der</b></span> Bescheid, -e","Kann Lisa in Heidelberg studieren? - Sie weiß es noch nicht. Sie bekommt erst nächste Woche <b><i><span style=""color:#279FF5"">Bescheid</span></i></b>. [sound:gtts-s1-89227436-99304270-260be535-01ee635d-b7fdd3fa.mp3]<br><hr class=""sent-sep""><br>Kannst du mir bis morgen <b><i><span style=""color:#279FF5"">Bescheid</span></i></b> geben? [sound:gtts-s2-9d44de3d-e41aaabd-6cf1ac07-6a4ff9bd-c2207724.mp3]<br><hr class=""sent-sep""><br>Ich frage Herrn Maier und sage Ihnen dann <b><i><span style=""color:#279FF5"">Bescheid</span></i></b>. [sound:gtts-s3-f3c227da-3c6ec639-ff923e52-4ee36eaa-35cf7e30.mp3]",Observa,"Poate Lisa să studieze în Heidelberg? - Ea nu ştie încă. Nu va primi răspuns până săptămâna viitoare.<br><hr class=""sent-sep""><br>Poți să mă anunți până mâine?<br><hr class=""sent-sep""><br>Il voi intreba pe domnul Maier si apoi va anunt.",,,[sound:gtts-wort-6f5588a8-dd1c53f6-a3d1a18b-2af03136-a6f36b7f.mp3],NOUN
84887000129,"<span style=""color:#F5279F""><b>die</b></span> Baustelle, -n","Vor unserem Haus ist eine große <b><i><span style=""color:#F5279F"">Baustelle</span></i></b>. [sound:gtts-s1-5423d20b-11595b5a-05e59439-1d2bcaf7-24c28009.mp3]",Şantier de construcţie,Există un șantier mare în fața casei noastre.,,,[sound:gtts-wort-8c0a6a02-2466b3c4-518dd168-966f7e12-628f00f1.mp3],NOUN
84887000130,"<b>beschreiben</b>, <span style=""color:#0DA6FF"">beschrieb</span>, hat <span style=""color:#FFFB3D"">beschrieben</span>","Kannst du mir den Weg zum Bahnhof <b><i><span style=""color:#0DA6FF"">beschreiben</span></i></b>? [sound:gtts-s1-7765d0d3-3dffa0a8-17247147-6c43a857-482c77b0.mp3]",descrie,Îmi puteți da indicații până la gară?,,,[sound:gtts-wort-f3c624d8-e13ab583-21d018eb-ef1bbed9-e16c1a76.mp3],VERB
84887000131,"<b>beantworten</b>, <span style=""color:#0DA6FF"">beantwortete</span>, hat <span style=""color:#FFFB3D"">beantwortet</span>","Können Sie meine Frage bitte <b><i><span style=""color:#0DA6FF"">beantworten</span></i></b>? [sound:gtts-s1-aa59d238-4f821d87-4427b826-f3ab00d2-e80da656.mp3]<br><hr class=""sent-sep""><br>Hast du die Mail schon <b><i><span style=""color:#0DA6FF"">beantwortet</span></i></b>? [sound:gtts-s2-765b2211-c7f2c376-512cb6fc-3ddb8448-94ddaf23.mp3]",răspuns,"Poti te rog sa-mi raspunzi la intrebare?<br><hr class=""sent-sep""><br>Ai răspuns deja la e-mail?",,,[sound:gtts-wort-1c40c31c-1c61f8cd-388f0576-f0b90ea8-793bc2d7.mp3],VERB
84887000132,"<b>sich bedanken</b>, <span style=""color:#0DA6FF"">bedankte</span>, hat <span style=""color:#FFFB3D"">bedankt</span>","Ich möchte mich noch einmal sehr herzlich für Ihre Hilfe <b><i><span style=""color:#0DA6FF"">bedanken</span></i></b>. [sound:gtts-s1-05b8ab58-01b818a8-a64434b2-45f11240-78dc4fa2.mp3]",a multumi,Aș dori să vă mulțumesc din nou foarte mult pentru ajutor.,,,[sound:gtts-wort-b2659a08-bc4a6627-1d6a4347-c06cec82-418bb45b.mp3],VERB
84887000133,"<b>bedeuten</b>, <span style=""color:#0DA6FF"">bedeutete</span>, hat <span style=""color:#FFFB3D"">bedeutet</span>","Was <b><i><span style=""color:#0DA6FF"">bedeutet</span></i></b> das Wort? [sound:gtts-s1-3671a7e9-38c6f694-09fc9e71-dbafaae8-1a5aa15d.mp3]",medie,Ce înseamnă cuvântul?,,,[sound:gtts-wort-18d6b548-6c8d59ab-e7d2348d-0fbcd763-1bdd91eb.mp3],VERB
84887000134,"<b>sich beschweren</b>, <span style=""color:#0DA6FF"">beschwerte</span>, hat <span style=""color:#FFFB3D"">beschwert</span>","Hier ist es zu laut, wo können wir uns <b><i><span style=""color:#0DA6FF"">beschweren</span></i></b>? [sound:gtts-s1-10b8f05e-201fa851-a6f3396f-63869c39-097d3ebe.mp3]<br><hr class=""sent-sep""><br>Mein Nachbar <b><i><span style=""color:#0DA6FF"">beschwert</span></i></b> sich immer über unsere Kinder, wenn sie im Garten spielen. [sound:gtts-s2-2b5bbb50-aef90166-57b6ca7d-85f81410-d8c22e3f.mp3]",plangeti,"E prea tare aici, unde ne putem plânge?<br><hr class=""sent-sep""><br>Vecinul meu se plânge mereu de copiii noștri când se joacă în grădină.",,,[sound:gtts-wort-301834a6-b408a1e2-368853e5-f54714fb-cfe127fd.mp3],VERB
84887000135,"<b>sich beeilen</b>, <span style=""color:#0DA6FF"">beeilte</span>, hat <span style=""color:#FFFB3D"">beeilt</span>","Kannst du dich bitte <b><i><span style=""color:#0DA6FF"">beeilen</span></i></b>? Der Bus fährt gleich ab! [sound:gtts-s1-51c66daf-75b78b60-c3bdb0c9-fda8e34c-e13d485f.mp3]",Grăbiţi-vă,Vă rog să vă grăbiți? Autobuzul pleacă în curând!,,,[sound:gtts-wort-90aa2e41-c58f80da-c47b7fe8-de74a220-7dab451d.mp3],VERB
84887000136,"<span style=""color:#E88D1A""><b>besetzt</b></span>","Ist dieser Platz frei? - Nein, er ist <b><i><span style=""color:#E88D1A"">besetzt</span></i></b>. [sound:gtts-s1-72dbc5e6-6baaffe2-0274504d-98987a06-00d27de8.mp3]<br><hr class=""sent-sep""><br>Die Nummer ist immer <b><i><span style=""color:#E88D1A"">besetzt</span></i></b>. [sound:gtts-s2-54334700-a0e210d4-a5cc6e2d-15c3d616-3b461dc7.mp3]",ocupat,"E ocupat? - Nu, este ocupat.<br><hr class=""sent-sep""><br>Numărul este mereu ocupat.",,,[sound:gtts-wort-3fa96b4e-05f0fed1-ae06bc37-e42e2552-f6995d59.mp3],ADJ
84887000137,"<b>besichtigen</b>, <span style=""color:#0DA6FF"">besichtigte</span>, hat <span style=""color:#FFFB3D"">besichtigt</span>","Ich möchte gern das Schloss <b><i><span style=""color:#0DA6FF"">besichtigen</span></i></b>. [sound:gtts-s1-d38223a1-b743a787-adddf6d4-603fdb6b-79b26533.mp3]<br><hr class=""sent-sep""><br>Sie können die Wohnung am Mittwochabend <b><i><span style=""color:#0DA6FF"">besichtigen</span></i></b>. [sound:gtts-s2-efe9fc05-08c37dcc-f2cdf4c2-853f70ed-f4a9fe9a.mp3]",vedere,"As dori sa vizitez castelul.<br><hr class=""sent-sep""><br>Puteti vizualiza apartamentul miercuri seara.",,,[sound:gtts-wort-1214404f-336212aa-0cfca6f5-13759ee5-c6a62a34.mp3],VERB
84887000138,"<b>bleiben</b>, <span style=""color:#0DA6FF"">blieb</span>, <span style=""color:#FF1D23"">ist</span> <span style=""color:#FFFB3D"">geblieben</span>","Wir <b><i><span style=""color:#0DA6FF"">bleiben</span></i></b> drei Tage in Berlin. [sound:gtts-s1-b21a46e7-7c1e654d-40b8aba0-2b231043-5fc7693a.mp3]<br><hr class=""sent-sep""><br>Bitte <b><i><span style=""color:#0DA6FF"">bleiben</span></i></b> Sie stehen! [sound:gtts-s2-27277bfc-4a4a4cb5-651911aa-0894a4e4-acd7e964.mp3]<br><hr class=""sent-sep""><br>Oh nein, meine Uhr ist stehen <b><i><span style=""color:#0DA6FF"">geblieben</span></i></b>. Wie spät ist es? [sound:gtts-s3-529e4539-c73f5a93-5217b424-bbdaefe9-dbd059b0.mp3]<br><hr class=""sent-sep""><br>Ich <b><i><span style=""color:#0DA6FF"">bleibe</span></i></b> heute zu Hause. [sound:gtts-s4-76d5e8eb-d60b7282-9539629a-b58e15b4-7d96f7c5.mp3]",rămâne,"Stăm trei zile la Berlin.<br><hr class=""sent-sep""><br>Vă rog să stați pe loc!<br><hr class=""sent-sep""><br>Oh, nu, ceasul mi s-a oprit. Cât este ceasul?<br><hr class=""sent-sep""><br>Azi stau acasă.",,,[sound:gtts-wort-3586ec25-f9373a1c-a62dfd5d-690c926e-f2934ef1.mp3],VERB
84887000139,"<span style=""color:#B07CD8""><b>besonders</b></span>","Dieses Angebot ist <b><i><span style=""color:#B07CD8"">besonders</span></i></b> günstig. [sound:gtts-s1-6422674d-19cfac30-35132f75-ac4a0f61-7ed9d9d2.mp3]<br><hr class=""sent-sep""><br>Hier ist die Pizza <b><i><span style=""color:#B07CD8"">besonders</span></i></b> gut. [sound:gtts-s2-f8758133-bd2321f1-c8ef7d79-cc0d4544-ed8248ef.mp3]<br><hr class=""sent-sep""><br>Wie geht's? - Nicht <b><i><span style=""color:#B07CD8"">besonders</span></i></b>. [sound:gtts-s3-8eb9d774-cc6dee84-eaf8dc0a-73527b42-85ecb8be.mp3]",în special,"Această ofertă este deosebit de ieftină.<br><hr class=""sent-sep""><br>Pizza este deosebit de bună aici.<br><hr class=""sent-sep""><br>Ce mai faci? - Nu în mod deosebit.",,,[sound:gtts-wort-6e7269b8-bc5a1444-8b54dea1-a683ad19-3af7a47c.mp3],ADV
84887000140,"<span style=""color:#279FF5""><b>der</b></span> Bleistift, -e","Hast du einen <b><i><span style=""color:#279FF5"">Bleistift</span></i></b>? [sound:gtts-s1-17f2e1dd-0676ee57-f5b57e84-e4eb0875-4222172b.mp3]",Creion,Ai un creion?,,,[sound:gtts-wort-df219a6f-69f141f4-da441bb4-6177faa5-0552ac4d.mp3],NOUN
84887000141,"<b>bestätigen</b>, <span style=""color:#0DA6FF"">bestätigte</span>, hat <span style=""color:#FFFB3D"">bestätigt</span>","Ich kann <b><i><span style=""color:#0DA6FF"">bestätigen</span></i></b>, dass er hier war. [sound:gtts-s1-ca091444-66726056-53b45c9f-acb31f8c-0529ab77.mp3]",confirma,Pot să confirm că a fost aici.,,,[sound:gtts-wort-1b6cffe3-a908c3b5-c1f8a88b-0ef094e3-ca8b085c.mp3],VERB
84887000142,"<span style=""color:#E88D1A""><b>blöd</b></span>","Ich finde es <b><i><span style=""color:#E88D1A"">blöd</span></i></b>, dass du morgen gehen musst. [sound:gtts-s1-4cde5af6-be5a1909-4994ab89-244cd924-45569625.mp3]",prost,Cred că e o prostie că trebuie să pleci mâine.,,,[sound:gtts-wort-da9accc4-3e9530e9-0e42b5a1-404718ce-9fa2c4d6.mp3],ADJ
84887000143,"<span style=""color:#E88D1A""><b>blond</b></span>","Lisa hat <b><i><span style=""color:#E88D1A"">blonde</span></i></b> Haare. [sound:gtts-s1-e2924050-8d0df337-c57bd42d-5618dd68-d4f18103.mp3]","blond, bălai",Lisa are părul blond.,,,[sound:gtts-wort-457ff845-fd7176ba-b11eb1a0-3dcb489f-24adc103.mp3],ADJ
84887000144,"<b>bestehen</b>, <span style=""color:#0DA6FF"">bestand</span>, hat <span style=""color:#FFFB3D"">bestanden</span>","Ich habe die Prüfung <b><i><span style=""color:#0DA6FF"">bestanden</span></i></b>! [sound:gtts-s1-e21c68e9-0b7f1e0a-699fc81e-2086351c-a0ca645f.mp3]<br><hr class=""sent-sep""><br>Die Prüfung <b><i><span style=""color:#0DA6FF"">besteht</span></i></b> aus vier Teilen: Hören, Lesen, Schreiben und Sprechen. [sound:gtts-s2-68f2adc0-4b0a659c-46a319d4-677321ef-f6ab2bcc.mp3]",constau,"Am trecut examenul!<br><hr class=""sent-sep""><br>Testul constă din patru părți: ascultare, citire, scriere și vorbire.",,,[sound:gtts-wort-9d718cd4-0634e9fe-7f481c79-a807a558-ea0c66e3.mp3],VERB
84887000145,"<span style=""color:#279FF5""><b>der</b></span> Blog, -s","Ich schreibe einen <b><i><span style=""color:#279FF5"">Blog</span></i></b> über Mode. [sound:gtts-s1-e7d547e2-2785bf2a-ac4d230d-884ceaa6-42407ee3.mp3]",blog,Scriu un blog despre modă.,,,[sound:gtts-wort-1a20d38a-4826c9bd-14c8c74a-48a38fe4-a6e75d4d.mp3],NOUN
84887000146,"<span style=""color:#F5279F""><b>die</b></span> Blume, -n","Gefallen dir die <b><i><span style=""color:#F5279F"">Blumen</span></i></b>? [sound:gtts-s1-49bb8eec-a4514b6b-079b5628-e675310e-e362fee2.mp3]",floare,Îți plac florile?,,,[sound:gtts-wort-d3cf6c9c-7c966fc9-04e9ad02-216e5a34-e0cb77bb.mp3],NOUN
84887000147,"<span style=""color:#F5279F""><b>die</b></span> Bluse, -n","Ich suche eine weiße <b><i><span style=""color:#F5279F"">Bluse</span></i></b>. [sound:gtts-s1-1c600ae9-049ff3a0-5d72ae60-b7cf039a-79cdea41.mp3]",Bluză,Caut o bluză albă.,,,[sound:gtts-wort-35feb2e2-eb2fc849-0d98d657-ea3fb497-eca4340b.mp3],NOUN
84887000148,"<b>bestellen</b>, <span style=""color:#0DA6FF"">bestellte</span>, hat <span style=""color:#FFFB3D"">bestellt</span>","Wir möchten bitte <b><i><span style=""color:#0DA6FF"">bestellen</span></i></b>. [sound:gtts-s1-e9736857-0205eddc-3aa96d7e-71b84dba-6d430573.mp3]<br><hr class=""sent-sep""><br>Dieses Buch haben wir nicht da. Sollen wir es für Sie <b><i><span style=""color:#0DA6FF"">bestellen</span></i></b>? [sound:gtts-s2-ccbcaf5e-18d010c0-5ee1ad63-c60bc93a-0cde24ee.mp3]",comanda,"Dorim sa comandam va rog.<br><hr class=""sent-sep""><br>Nu avem această carte aici. Ar trebui să-l comandăm pentru tine?",,,[sound:gtts-wort-de785a4b-043c6b03-10d0b5b7-ee4efbcd-72a31ed1.mp3],VERB
84887000149,"<span style=""color:#F5279F""><b>die</b></span> Bohne, -n","Hans isst nicht gern <b><i><span style=""color:#F5279F"">Bohnen</span></i></b>. [sound:gtts-s1-977eaaf8-57bc2c92-56a0f8cb-40031144-6595f2fe.mp3]",fasole,Lui Hans nu-i place să mănânce fasole.,,,[sound:gtts-wort-b8713979-25027894-7ba4b384-c22535d9-94756dad.mp3],NOUN
84887000150,"<span style=""color:#E88D1A""><b>böse</b></span>","Sie ist richtig <b><i><span style=""color:#E88D1A"">böse</span></i></b> auf mich. [sound:gtts-s1-551b2fd9-01d8cc69-34d4906e-d466fa7f-9908c8ce.mp3]<br><hr class=""sent-sep""><br>Ich habe dein Buch vergessen. Hoffentlich bist du mir nicht <b><i><span style=""color:#E88D1A"">böse</span></i></b>. [sound:gtts-s2-c6a96b44-cb96ed3a-be39011a-9228e977-75c0fb07.mp3]",rău,"E foarte supărată pe mine.<br><hr class=""sent-sep""><br>Am uitat cartea ta. Sper că nu ești supărat pe mine.",,,[sound:gtts-wort-4e35a6f1-2611cbc5-fddf983d-d5b6ae7f-daf1a804.mp3],ADJ
84887000151,"<span style=""color:#279FF5""><b>der</b></span> Besuch, -e","Wir bekommen am Wochenende <b><i><span style=""color:#279FF5"">Besuch</span></i></b>. [sound:gtts-s1-27ed57ca-07a419cf-7739f5cf-06e91b8d-6a9aa2b1.mp3]<br><hr class=""sent-sep""><br>Ich mache einen <b><i><span style=""color:#279FF5"">Besuch</span></i></b> im Krankenhaus. [sound:gtts-s2-9943b1bc-206b2483-6ca65b0d-dbe3606a-4947af5c.mp3]",Vizita,"Avem vizitatori în weekend.<br><hr class=""sent-sep""><br>Fac o vizită la spital.",,,[sound:gtts-wort-24eca1a5-16ff7dea-8f4b04e7-20751f14-4810e4cb.mp3],NOUN
84887000152,"<b>besuchen</b>, <span style=""color:#0DA6FF"">besuchte</span>, hat <span style=""color:#FFFB3D"">besucht</span>","Darf ich dich mal <b><i><span style=""color:#0DA6FF"">besuchen</span></i></b>? [sound:gtts-s1-6977ab71-df68d824-163196d2-1db9a60a-788306cf.mp3]<br><hr class=""sent-sep""><br>Möchtest du mich in den Ferien <b><i><span style=""color:#0DA6FF"">besuchen</span></i></b>? [sound:gtts-s2-ee82b9ef-0225d290-1068aaa9-5e0d34b1-c1866aa2.mp3]",vizita,"Pot să te vizitez cândva?<br><hr class=""sent-sep""><br>Vrei să mă vizitezi în vacanță?",,,[sound:gtts-wort-761cc781-75e70f91-10b45bcc-f8999f42-e43dbfd1.mp3],VERB
84887000153,"<b>braten</b>, <span style=""color:#0DA6FF"">briet</span>, hat <span style=""color:#FFFB3D"">gebraten</span>","<b><i><span style=""color:#0DA6FF"">Braten</span></i></b> Sie das Fleisch in etwas Öl ! [sound:gtts-s1-b857e640-9bd0665a-8eefb98b-837009dd-c7a39d60.mp3]<br><hr class=""sent-sep""><br>Der Fisch brät in der Pfanne. [sound:gtts-s2-1101fcef-a8dfd6c8-c7743315-d5814b1e-668ba542.mp3]",prăji,"Prăjiți carnea în puțin ulei!<br><hr class=""sent-sep""><br>Peștele se prăjește în tigaie.",,,[sound:gtts-wort-67dcc19d-2fbf3751-fa0a601a-98187bc9-4482b6db.mp3],VERB
84887000154,"<span style=""color:#9FF527""><b>das</b></span> Bett, -en","Sie ist krank und muss heute im <b><i><span style=""color:#9FF527"">Bett</span></i></b> bleiben. [sound:gtts-s1-df4fa07f-76925770-7f872f63-62a7361a-a18041f8.mp3]",Pat,Este bolnavă și trebuie să stea în pat astăzi.,,,[sound:gtts-wort-3c19f9fb-22e033a2-9e4c7f2e-91476bf6-d0d03b39.mp3],NOUN
84887000155,"<b>brauchen</b>, <span style=""color:#0DA6FF"">brauchte</span>, hat <span style=""color:#FFFB3D"">gebraucht</span>","Ich <b><i><span style=""color:#0DA6FF"">brauche</span></i></b> ein neues Auto. [sound:gtts-s1-674c197c-07445677-58cee246-dd7c07d0-bd844c42.mp3]<br><hr class=""sent-sep""><br><b><i><span style=""color:#0DA6FF"">Brauchst</span></i></b> du die Zeitung noch oder kann ich sie haben? [sound:gtts-s2-9af769e3-1371989e-717466aa-9be13950-58e132b7.mp3]<br><hr class=""sent-sep""><br>Meine Großmutter ist krank. Sie <b><i><span style=""color:#0DA6FF"">braucht</span></i></b> viel Ruhe. [sound:gtts-s3-8c6d9058-e83c3480-92cc025f-34ddcad3-8d9fcbab.mp3]",nevoie,"Am nevoie de o mașină nouă.<br><hr class=""sent-sep""><br>Mai ai nevoie de ziarul sau pot să-l am?<br><hr class=""sent-sep""><br>Bunica mea este bolnavă. Are nevoie de multă odihnă.",,,[sound:gtts-wort-f6b8c520-52d28d89-63024134-23d77b0d-c649556f.mp3],VERB
84887000156,"<b>sich bewerben</b>, <span style=""color:#0DA6FF"">bewarb</span>, hat <span style=""color:#FFFB3D"">beworben</span>","Ich möchte mich um diese Stelle <b><i><span style=""color:#0DA6FF"">bewerben</span></i></b>. [sound:gtts-s1-0d2251e7-0a241a92-e6540b61-951fe3f1-6c1b8f83.mp3]",aplica,As dori sa aplic pentru acest post.,,,[sound:gtts-wort-23cfc970-ff75b4f9-4ae1f745-1bdf43ca-b0d77f24.mp3],VERB
84887000157,"<span style=""color:#F5279F""><b>die</b></span> Bewerbung, -en","Kannst du mir bei meiner <b><i><span style=""color:#F5279F"">Bewerbung</span></i></b> helfen? [sound:gtts-s1-a5dad322-f0393bdd-1c607368-2d18b6a4-94817208.mp3]",Aplicație,Ma puteti ajuta cu aplicatia mea?,,,[sound:gtts-wort-75fd177d-cde16818-220eca93-d6c1647c-fd1e55f0.mp3],NOUN
84887000158,"<span style=""color:#279FF5""><b>der</b></span> Brief, -e","Haben Sie einen <b><i><span style=""color:#279FF5"">Brief</span></i></b> für mich? [sound:gtts-s1-1f2c5e25-ac843a6b-0269165b-15f6ab5b-4cc4a448.mp3]",scrisoare,Ai o scrisoare pentru mine?,,,[sound:gtts-wort-b122563b-fdfe0402-a60b57cc-36fb6580-9d01ff73.mp3],NOUN
84887000159,"<span style=""color:#E88D1A""><b>bewölkt</b></span>","Heute ist es <b><i><span style=""color:#E88D1A"">bewölkt</span></i></b>. [sound:gtts-s1-9ba52b3a-7e646697-af2cb004-cc9f26b5-84f1e414.mp3]",noros,Astăzi este înnorat.,,,[sound:gtts-wort-facaa377-75597140-7ab0f9fd-86016d29-2e195203.mp3],ADJ
84887000160,"<span style=""color:#F5279F""><b>die</b></span> Briefmarke, -n","Bitte die <b><i><span style=""color:#F5279F"">Briefmarke</span></i></b> nicht vergessen! [sound:gtts-s1-3342b4a5-68eb3e53-72925115-000e3793-be48d397.mp3]",timbru poștal,Vă rugăm să nu uitați ștampila!,,,[sound:gtts-wort-19564c07-2ea49bd3-21138bdc-917dc63c-94c317a7.mp3],NOUN
84887000161,"<span style=""color:#F5279F""><b>die</b></span> Brille, -n","Wo ist meine <b><i><span style=""color:#F5279F"">Brille</span></i></b>? [sound:gtts-s1-673f79f9-94b09dd7-14f8f9b7-30c031a3-058ec593.mp3]<br><hr class=""sent-sep""><br>Mit dieser <b><i><span style=""color:#F5279F"">Brille</span></i></b> kann ich nicht mehr gut sehen. [sound:gtts-s2-f1660d78-a7605384-02be61d7-1860e175-416cd843.mp3]",Ochelari,"Unde sunt ochelarii mei?<br><hr class=""sent-sep""><br>Nu mai văd bine cu acești ochelari.",,,[sound:gtts-wort-5339162b-880b6725-b4c0f6a5-eee6b0ab-297ba795.mp3],NOUN
84887000162,"<b>bezahlen</b>, <span style=""color:#0DA6FF"">bezahlte</span>, hat <span style=""color:#FFFB3D"">bezahlt</span>","Wo kann ich <b><i><span style=""color:#0DA6FF"">bezahlen</span></i></b>? [sound:gtts-s1-e0be7c12-fd8cd321-e98349f2-1af371df-04a09b2f.mp3]",plată,Unde pot plăti?,,,[sound:gtts-wort-357e6c86-1e8ba84d-6daa3103-5b5f533d-d9f6fe46.mp3],VERB
84887000163,"<b>bringen</b>, <span style=""color:#0DA6FF"">brachte</span>, hat <span style=""color:#FFFB3D"">gebracht</span>","<b><i><span style=""color:#0DA6FF"">Bringen</span></i></b> Sie mir bitte noch einen Kaffee! [sound:gtts-s1-67622be6-44fab590-03cbda21-4366a222-36c1bf95.mp3]<br><hr class=""sent-sep""><br>Wir müssen Anna ins Krankenhaus <b><i><span style=""color:#0DA6FF"">bringen</span></i></b>. [sound:gtts-s2-e472614e-af358f3a-0b5cc6e7-07ae8d20-bed2ad2d.mp3]",aduce,"Vă rog să-mi mai aduceți o cafea!<br><hr class=""sent-sep""><br>Trebuie să o ducem pe Anna la spital.",,,[sound:gtts-wort-c7daf17c-00f51ef4-2f44376e-b846d067-58efe1f6.mp3],VERB
84887000164,"<span style=""color:#F5279F""><b>die</b></span> Bibliothek, -en","Sie lernt jeden Tag in der <b><i><span style=""color:#F5279F"">Bibliothek</span></i></b>. [sound:gtts-s1-b05a4e16-b5d0c1f9-740f0db1-f851baea-f159e6c9.mp3]",bibliotecă,Ea învață în bibliotecă în fiecare zi.,,,[sound:gtts-wort-41a4bfa2-2aef7961-fc3eb5b4-c3480afe-d07ac992.mp3],NOUN
84887000165,"<span style=""color:#9FF527""><b>das</b></span> Brot, -e","Nimm doch noch ein <b><i><span style=""color:#9FF527"">Brot</span></i></b> für das Abendessen. [sound:gtts-s1-8ef056cd-f32a493b-b0c350b7-2526c6f9-7239ff39.mp3]<br><hr class=""sent-sep""><br>Haben Sie auch Weißbrot? [sound:gtts-s2-66a3538e-63523d84-99bb9d75-0bb76d09-180ff248.mp3]",Pâine,"Ia niște pâine la cină.<br><hr class=""sent-sep""><br>Aveți și pâine albă?",,,[sound:gtts-wort-2d6ae7c8-6dc50fc0-c3a4d007-6874471c-1540d63e.mp3],NOUN
